,Headline,Tanggal,Link,Isi Berita,teks_gabung,data_clean,data_stopword,data_lemma,data_token,detokenization
0,7 Capaian Polda Metro Sepanjang 2025,2026-01-01,https://news.detik.com/berita/d-8287136/7-capaian-polda-metro-sepanjang-2025,"Kepolisian Daerah (Polda) Metro Jaya menutup tahun 2025 dengan sejumlah pencapaian kinerja positif. Sepanjang 2025, Polda Metro Jaya telah menuntaskan sejumlah tindak pidana hingga memelihara stabilitas keamanan Ibu Kota tetap terjaga. Selain melakukan penegakan hukum, Polda Metro Jaya juga berkomitmen untuk terus mendukung Asta Cita Presiden Prabowo Subianto dalam menyongsong Indonesia Emas 2045. Mulai dari program ketahanan pangan hingga pemenuhan gizi melalui program Makan Bergizi Gratis (MBG). Di tengah dinamika sosial dan politik di Ibu Kota, Polda Metro Jaya sepanjang 2025 ini menerima setidaknya 74.013 laporan polisi (LP), tertinggi se-Indonesia. Dengan demikian, Polda Metro Jaya berkontribusi sekitar 16 persen dari total 329.120 laporan polisi di tingkat nasional. SCROLL TO CONTINUE WITH CONTENT ""Sepanjang 2025, Polda Metro Jaya termasuk salah satu Polda dengan jumlah laporan polisi tertinggi di Indonesia. Berkontribusi sekitar 16 persen dari total laporan polisi nasional,"" kata Kapolda Metro Jayam, Irjen Asep Edi suheri, dalam konferensi pers akhir tahun di Mapolda Metro Jaya, Jakarta, Rabu (31/12). Meski demikian, Kapolda menyampaikan angka kriminalitas di Jakarta dan sekitarnya mengalami penurunan di tahun 2025 ini. Oleh karena itu, Irjen Asep menyampaikan apresiasi kepada seluruh jajaran personel yang telah bekerja keras sepanjang 2025 ini. ""Sepanjang tahun 2025 ini saudara-saudara sekalian telah bekerja dalam ritme metropolitan yang tidak pernah benar-benar berhenti. Mulai dari mengamankan kegiatan masyarakat, menangani perkara, mengurai kemacetan, merespons panggilan bantuan dan hadir pada saat warga membutuhkan,"" ujar Irjen Asep Edi. Kapolda memuji seluruh personel yang telah bekerja keras menguras waktu dan pikiran, namun tetap menjalankan tugas-tugasnya dengan penuh rasa tanggung jawab. ""Semoga seluruh pengabdian tersebut benar-benar bermanfaat bagi masyarakat bangsa dan negara, terutama dalam mendukung visi Indonesia Emas tahun 2045,"" ucapnya. Ucapan terima kasih juga tak lupa disampaikan oleh Kapolda kepada jajaran Forkopimda dan seluruh elemen masyarakat yang telah berperan aktif dalam menjaga situasi kamtibmas di Jakarta dan sekitarnya tetap terjaga. Berikut sejumlah capaian kinerja Polda Metro Jaya sepanjang 2025 yang dipaparkan Kapolda Metro Irjen Asep Edi Suheri, yang detikcom rangkum, Kamis (1/1/2026). Selama periode Januari-Desember 2025, Polda Metro Jaya mencatatkan pengamanan berbagai kegiatan berskala besar, termasuk 2.304 kali unjuk rasa di wilayah Jakarta dan sekitarnya. ""Prinsip utama kami adalah kami akan berupaya menjaga keseimbangan antara pemenuhan hak warga untuk menyampaikan aspirasi tetap dihormati namun ketertiban umum, keselamatan, dan aktivitas masyarakat lainnya juga harus tetap terjaga,"" ujar Irjen Asep. Dalam upaya perang melawan narkoba, Polda Metro Jaya sepanjang 2025 telah menangkap ribuan tersangka. Kapolda menegaskan penegakan hukum dari hulu ke hilir akan terus dilakukan untuk mencegah penyalahgunaan narkoba. ""Untuk narkotika, kami menangani 7.426 perkara dengan jumlah tersangka sebanyak 9.894 orang, cukup tinggi. Sebagai penegasan, hingga menjelang akhir tahun penindakan narkotika tetap kami lakukan,"" katanya. Kapolda menyampaikan, salah satu pengungkapan kasus narkoba yang paling menonjol adalah sabu seberat 3,1 kilogram dari jaringan Asia Tenggara oleh Polres Metro Jakarta Pusat. Pada kesempatan yang sama, Direktur Narkoba Polda Metro Jaya Kombes Ahmad David menjelaskan sepanjang 2025, pihaknya dan jajaran polres telah menyita berbagai jenis narkoba seberat 3.291 ton. ""Keseluruhan barang bukti yang diamankan atau disita oleh Direktorat Narkoba Polda Metro Jaya dan Polres jajaran apabila kita konversi dengan nilai jual yang ada di peredaran gelap narkoba, maka Polda Metro Jaya telah mengamankan atau menyita sebesar Rp 1,724 triliun dan telah menyelamatkan sebanyak 10.164.673 jiwa manusia,"" kata Ahmad David. Polda Metro Jaya mengungkap 250 kasus terkait premanisme sepanjang tahun 2025. Sebanyak 348 tersangka ikut ditangkap. ""Sepanjang tahun 2025, terdapat 250 kasus dengan 348 tersangka. Di antaranya ada dua kejadian menonjol, pertama pendudukan lahan parkir RSUD Tangsel dan pemerasan pedagang di Pasar SGC,"" kata Dirkrimum Polda Metro Jaya Kombes Iman Imannudin. Iman menyampaikan penangkapan preman-preman ini berdampak positif terhadap pertumbuhan iklim investasi di Jakarta. Direktorat Reserse Kriminal Umum menindak tindak pidana perdagangan orang (TPPO) dan tindak pidana terhadap perempuan dan anak. Berdasarkan data yang ada, jumlah kejahatan terhadap kelompok rentan pada 2025 turun 8,82 persen dibanding pada 2024. ""Sepanjang tahun 2025, pengungkapan kasus TPPO dan perlindungan perempuan dan anak, ada 16 kasus untuk TPPO dan 77 kasus untuk PPA. Di mana sudah ada 34 tersangka TPPO, 29 tindak pidana PPA,"" tuturnya. Salah satu kasus yang menonjol adalah perdagangan anak ke salah satu suku yang ada di Indonesia. Polda Metro Jaya berhasil mengembalikan anak yang dijual tersebut kepada keluarganya. ""Beberapa kasus menonjol kami informasikan, kami ambil tiga contoh kasus menonjol. Pertama eksploitasi anak di Jakbar, di mana korban diimingi pekerjaan namun pelaksanaannya korban dipekerjakan dan dieksploitasi secara seksual,"" jelasnya. Dalam bidang lalu lintas, Polda Metro Jaya berkomitmen untuk terus melakukan peningkatan dalam upaya mencegah transaksional di lapangan. Upaya ini diwujudkan dengan moderinisasi penegakan hukum lalu lintas melalui electronic-traffic law enforcement (E-TLE). ""Dari aspek lalu lintas, kami melihat adanya pergeseran pola penegakan hukum yang semakin modern. Hal ini ditandai dengan meningkatnya pelanggaran yang termonitor melalui E-TLE dibandingkan tahun 2024,"" kata Irjen Asep. Kapolda menambahkan penindakan tersebut bukan sekadar angka, tetapi bagian dalam upaya membangun budaya tertib lalu lintas. Sementara itu, Polda Metro Jaya mencatat terdapat 13.184 kejadian kecelakaan lalu lintas dengan korban meninggal dunia sebanyak 740 orang dan korban luka-luka sebanyak 16.380 orang. Polda metro Jaya terus mengoptimalkan pelayanan publik melalui layanan darurat 110. Sepanjang 2025 ini, Polda Metro Jaya menerima ratusan ribu panggilan bantuan, membuktikan bahwa Polri semakin dipercaya oleh masyarakat. ""Sepanjang tahun 2025, kami menerima lebih dari 269 ribu panggilan yang masuk, dan sekitar 67 persen panggilan terlayani oleh jajaran kami. Bagi kami, angka ini menunjukkan bahwa masyarakat semakin percaya untuk melapor dan meminta bantuan,"" kata Kapolda Metro Jaya Irjen Asep Edi Suheri, dalam Rilis Akhir Tahun di Mapolda Metro Jaya, Jakarta, Rabu (31/12). Kapolda menyampaikan ukuran kepuasan masyarakat sangat ditentukan oleh seberapa cepat kehadiran anggota Polri di tengah publik. Oleh karena itu, Polda Metro Jaya berkomitmen untuk terus mengoptimalkan layanan publik melalui hotline 110. Dirlantas Polda Metro Jaya Komarudin menyebut angka kecelakaan lalu lintas di tahun 2025 masih tinggi. Salah satu penyebabnya lantaran masih banyaknya pelanggaran lalu lintas yang dilakukan para pengendara. Ribuan kamera juga tersebar di Jakarta untuk memantau situasi arus lalu lintas. Kamera tersebut juga berfungsi sebagai respon cepat Polantas terkait peristiwa yang terjadi, dalam hal ini diwujudkan dalam program 'Mandala Quick Respons'. ""Pemanfaatan Mandala Quick Respons terbukti mampu mengurai kemacetan. Kita akan memantau ruas-ruas jalan yang memang saat itu terjadi kepadatan. Sehingga kami bisa dengan cepat menggeser personil-personil kami kepada titik-titik yang memang membutuhkan penanganan segera,"" imbuhnya. Mandala Quick Response adalah program kolaborasi Polda Metro Jaya dan Pemprov DKI Jakarta untuk pemantauan lalu lintas real-time menggunakan ribuan CCTV, bertujuan mempercepat respons darurat (ambulans, derek) dan penanganan kemacetan dengan mengoptimalkan jalur melalui posko kendali terpadu dan operator gabungan (Polri, Dishub, Satpol PP) untuk menciptakan rute bebas hambatan. Komarudin menambahkan, program Mandala Quick Respons juga berdampak pada penguraian kepadatan arus lalu lintas. Dia menyebut program ini mampu mengurai dan menurunkan kemacetan di Jakarta pada tahun 2025. ""Dengan aplikasi ini, kita menggeser personel ke titik-titik yang membutuhkan penanganan. Kita bisa satu jam lebih cepat mengembalikan masyarakat ke alamat masing-masing, ke rumah masing-masing. Sehingga Jakarta bisa kita urai di pukul 20.30 sampai dengan 21.30,"" pungkasnya. Lihat juga Video: Polda Metro Terima 74 Ribu Laporan di 2025, Tertinggi Se-Indonesia [Gambas:Video 20detik]","7 Capaian Polda Metro Sepanjang 2025. Kepolisian Daerah (Polda) Metro Jaya menutup tahun 2025 dengan sejumlah pencapaian kinerja positif. Sepanjang 2025, Polda Metro Jaya telah menuntaskan sejumlah tindak pidana hingga memelihara stabilitas keamanan Ibu Kota tetap terjaga. Selain melakukan penegakan hukum, Polda Metro Jaya juga berkomitmen untuk terus mendukung Asta Cita Presiden Prabowo Subianto dalam menyongsong Indonesia Emas 2045. Mulai dari program ketahanan pangan hingga pemenuhan gizi melalui program Makan Bergizi Gratis (MBG). Di tengah dinamika sosial dan politik di Ibu Kota, Polda Metro Jaya sepanjang 2025 ini menerima setidaknya 74.",capaian polda metro sepanjang kepolisian daerah polda metro jaya menutup tahun dengan sejumlah pencapaian kinerja positif sepanjang polda metro jaya telah menuntaskan sejumlah tindak pidana hingga memelihara stabilitas keamanan ibu kota tetap terjaga selain melakukan penegakan hukum polda metro jaya juga berkomitmen untuk terus mendukung asta cita presiden prabowo subianto dalam menyongsong indonesia emas mulai dari program ketahanan pangan hingga pemenuhan gizi melalui program makan bergizi gratis mbg di tengah dinamika sosial dan politik di ibu kota polda metro jaya sepanjang ini menerima setidaknya,capaian polda metro kepolisian daerah polda metro jaya menutup pencapaian kinerja positif polda metro jaya menuntaskan tindak pidana memelihara stabilitas keamanan kota terjaga penegakan hukum polda metro jaya berkomitmen mendukung asta cita presiden prabowo subianto menyongsong indonesia emas program ketahanan pangan pemenuhan gizi program makan bergizi gratis mbg dinamika sosial politik kota polda metro jaya menerima,capai polda metro polisi daerah polda metro jaya tutup capai kerja positif polda metro jaya tuntas tindak pidana pelihara stabilitas aman kota jaga tega hukum polda metro jaya komitmen dukung asta cita presiden prabowo subianto songsong indonesia emas program tahan pangan penuh gizi program makan gizi gratis mbg dinamika sosial politik kota polda metro jaya terima,"['capai', 'polda', 'metro', 'polisi', 'daerah', 'polda', 'metro', 'jaya', 'tutup', 'capai', 'kerja', 'positif', 'polda', 'metro', 'jaya', 'tuntas', 'tindak', 'pidana', 'pelihara', 'stabilitas', 'aman', 'kota', 'jaga', 'tega', 'hukum', 'polda', 'metro', 'jaya', 'komitmen', 'dukung', 'asta', 'cita', 'presiden', 'prabowo', 'subianto', 'songsong', 'indonesia', 'emas', 'program', 'tahan', 'pangan', 'penuh', 'gizi', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'dinamika', 'sosial', 'politik', 'kota', 'polda', 'metro', 'jaya', 'terima']",capai polda metro polisi daerah polda metro jaya tutup capai kerja positif polda metro jaya tuntas tindak pidana pelihara stabilitas aman kota jaga tega hukum polda metro jaya komitmen dukung asta cita presiden prabowo subianto songsong indonesia emas program tahan pangan penuh gizi program makan gizi gratis mbg dinamika sosial politik kota polda metro jaya terima
1,Gibran Angkat Bicara soal Pembangunan IKN,2026-01-01,https://finance.detik.com/infrastruktur/d-8287107/gibran-angkat-bicara-soal-pembangunan-ikn,"Pembangunan Ibu Kota Nusantara (IKN) di Kalimantan Timur dipastikan berlanjut. Komitmen ini ditegaskan langsung Wakil Presiden Gibran Rakabuming Raka pada Selasa (30/12/2025) IKN ditargetkan menjadi ibu kota politik buat Indonesia pada tahun 2028. Komitmen kelanjutan IKN ini diungkapkan Gibran dalam unggahan di Instagram resmi @gibran_rakabuming, dikutip Rabu (31/12/2025). ""Yang namanya IKN pasti akan dilanjutkan dan diselesaikan pembangunannya,"" ujar Gibran dalam potongan video yang diunggahnya. SCROLL TO CONTINUE WITH CONTENT Dalam unggahan yang sama nampak juga kegiatan Gibran meninjau di IKN. Dia berbincang dengan beberapa pejabat pimpinan proyek dan juga menyapa para pekerja. Gibran mengunjungi pembangunan Masjid Negara IKN untuk memastikan progres pembangunan proyek strategis nasional tersebut berjalan sesuai target dan memenuhi standar kualitas yang telah ditetapkan pemerintah. ""Saya mengapresiasi progres pembangunan Masjid Negara IKN yang telah mencapai 98,4% dan ditargetkan rampung pada 15 Februari 2026, sehingga dapat dimanfaatkan untuk pelaksanaan Salat Idulfitri 2026,"" kata Gibran dalam keterangan unggahannya. Masjid Raya Nusantara berdiri di atas lahan seluas 32.125 meter persegi untuk area masjid, 2.221 meter persegi area komersial, dan 7.340 meter persegi area penunjang. Luas bangunan masjid mencapai 76.647 meter persegi, dilengkapi area komersial seluas 4.080 meter persegi dan area penunjang 3.456 meter persegi, dengan struktur bangunan empat lantai dan dua lantai mezzanine. Lingkup pekerjaan mencakup tahap persiapan, perancangan detail, hingga pelaksanaan konstruksi yang meliputi pekerjaan struktur, arsitektur, mekanikal, elektrikal-elektronika, lanskap dan infrastruktur, serta penerapan prinsip Bangunan Gedung Hijau (BGH). Selanjutnya, Gibran meninjau Gereja Basilika IKN. Hingga akhir Desember 2025, progres pembangunan fisik Basilika telah mencapai 93,3%. Basilika Santo Fransiskus Xaverius dibangun di atas lahan seluas 37.781 meter persegi dengan luas bangunan sekitar 18.862,68 meter persegi. Lingkup pekerjaan mencakup bangunan utama Basilika, taman doa Jalan Salib, Taman Doa Gua Maria, Wisma Uskup, bangunan penunjang, plaza seremonial, area parkir, serta akses kawasan yang terhubung dengan rumah ibadah lain di sekitarnya. Di kawasan yang sama juga dihangun Plaza Kerukunan di kawasan peribadatan IKN, Kalimantan Timur. Kawasan ini akan menjadi ruang terbuka publik, serta akan dilengkapi berbagai rumah ibadah lainnya, termasuk pura, dan monumen simbolik berbentuk segi enam yang melambangkan enam agama di Indonesia.","Gibran Angkat Bicara soal Pembangunan IKN. Pembangunan Ibu Kota Nusantara (IKN) di Kalimantan Timur dipastikan berlanjut. Komitmen ini ditegaskan langsung Wakil Presiden Gibran Rakabuming Raka pada Selasa (30/12/2025) IKN ditargetkan menjadi ibu kota politik buat Indonesia pada tahun 2028. Komitmen kelanjutan IKN ini diungkapkan Gibran dalam unggahan di Instagram resmi @gibran_rakabuming, dikutip Rabu (31/12/2025). ""Yang namanya IKN pasti akan dilanjutkan dan diselesaikan pembangunannya,"" ujar Gibran dalam potongan video yang diunggahnya. SCROLL TO CONTINUE WITH CONTENT Dalam unggahan yang sama nampak juga kegiatan Gibran meninjau di IKN.",gibran angkat bicara soal pembangunan ikn pembangunan ibu kota nusantara ikn di kalimantan timur dipastikan berlanjut komitmen ini ditegaskan langsung wakil presiden gibran rakabuming raka pada selasa ikn ditargetkan menjadi ibu kota politik buat indonesia pada tahun komitmen kelanjutan ikn ini diungkapkan gibran dalam unggahan di instagram resmi rakabuming dikutip rabu yang namanya ikn pasti akan dilanjutkan dan diselesaikan pembangunannya ujar gibran dalam potongan video yang diunggahnya scroll to continue with content dalam unggahan yang sama nampak juga kegiatan gibran meninjau di ikn,gibran angkat bicara pembangunan ikn pembangunan kota nusantara ikn kalimantan timur berlanjut komitmen langsung wakil presiden gibran rakabuming raka selasa ikn ditargetkan kota politik indonesia komitmen kelanjutan ikn gibran unggahan instagram resmi rakabuming dikutip rabu namanya ikn dilanjutkan diselesaikan pembangunannya gibran potongan video diunggahnya unggahan nampak kegiatan gibran meninjau ikn,gibran angkat bicara bangun ikn bangun kota nusantara ikn kalimantan timur lanjut komitmen langsung wakil presiden gibran rakabuming raka selasa ikn target kota politik indonesia komitmen lanjut ikn gibran unggah instagram resmi rakabuming kutip rabu nama ikn lanjut selesai bangun gibran potong video unggah unggah nampak giat gibran tinjau ikn,"['gibran', 'angkat', 'bicara', 'bangun', 'ikn', 'bangun', 'kota', 'nusantara', 'ikn', 'kalimantan', 'timur', 'lanjut', 'komitmen', 'langsung', 'wakil', 'presiden', 'gibran', 'rakabuming', 'raka', 'selasa', 'ikn', 'target', 'kota', 'politik', 'indonesia', 'komitmen', 'lanjut', 'ikn', 'gibran', 'unggah', 'instagram', 'resmi', 'rakabuming', 'kutip', 'rabu', 'nama', 'ikn', 'lanjut', 'selesai', 'bangun', 'gibran', 'potong', 'video', 'unggah', 'unggah', 'nampak', 'giat', 'gibran', 'tinjau', 'ikn']",gibran angkat bicara bangun ikn bangun kota nusantara ikn kalimantan timur lanjut komitmen langsung wakil presiden gibran rakabuming raka selasa ikn target kota politik indonesia komitmen lanjut ikn gibran unggah instagram resmi rakabuming kutip rabu nama ikn lanjut selesai bangun gibran potong video unggah unggah nampak giat gibran tinjau ikn
2,"Kunjungan Wisman ke Bali Melejit Saat Nataru, Turis Australia 1,5 Juta Orang",2026-01-01,https://www.detik.com/bali/wisata/d-8287190/kunjungan-wisman-ke-bali-melejit-saat-nataru-turis-australia-1-5-juta-orang,"Kunjungan wisatawan mancanegara ke Bali melejit saat libur Natal dan Tahun Baru (Nataru) 2025-2026. Polda Bali mencatat turis asing yang datang ke Pulau Dewata menembus jutaan orang, dengan wisatawan asal Australia masih mendominasi. Hal itu disampaikan Kapolda Bali Irjen Pol Daniel Adityajaya saat mengikuti video conference bersama Kapolri Jenderal Listyo Sigit Prabowo, Menteri Koordinator Bidang Politik dan Keamanan Jenderal TNI (Purn) Djamari Chaniago, Panglima TNI Jenderal TNI Agus Subiyanto, dan stakeholder terkait dalam rangka pemantauan situasi keamanan dan ketertiban masyarakat (kamtibnas) malam Tahun Baru 2026 di Discovery Kartika Plaza Hotel, Kuta, Badung, Selasa (31/12/2025). SCROLL TO CONTINUE WITH CONTENT ""Berdasarkan data, wisatawan mancanegara yang berkunjung ke Bali masih didominasi wisatawan asal Australia dengan jumlah 1.524.102 orang,"" kata Daniel. Selain Australia, Daniel menyebut kunjungan terbanyak kedua berasal dari India dengan total 562.403 wisatawan, disusul wisatawan asal China sebanyak 546.623 orang. Adapun wisatawan dari Korea Selatan tercatat sebanyak 354.481 orang, sementara wisatawan asal Inggris berada di urutan berikutnya dengan jumlah 313.418 orang. Daniel menegaskan tingginya angka kunjungan wisatawan mancanegara tersebut menjadi atensi khusus jajaran Polda Bali bersama TNI dan stakeholder terkait. Khususnya dalam pengamanan malam pergantian tahun di kawasan-kawasan wisata. ""Dengan tingginya kunjungan wisatawan, kami memastikan pengamanan dilakukan secara maksimal agar situasi kamtibmas tetap aman dan kondusif,"" tegasnya. Hadir dalam kegiatan tersebut Wakil Gubernur Bali I Nyoman Giri Prasta, Panglima Kodam IX/Udayana Mayor Jenderal TNI Piek Budyakto, Ketua DPRD Bali, Dewa Made Mahayadnya, serta jajaran Forkopimda Bali dan stakeholder terkait lainnya. Pemantauan situasi kamtibmas dilakukan secara nasional melalui video conference yang dipimpin Kapolri dan diikuti unsur TNI, pemerintah pusat, serta seluruh jajaran Kepolisian Daerah di Indonesia.","Kunjungan Wisman ke Bali Melejit Saat Nataru, Turis Australia 1,5 Juta Orang. Kunjungan wisatawan mancanegara ke Bali melejit saat libur Natal dan Tahun Baru (Nataru) 2025-2026. Polda Bali mencatat turis asing yang datang ke Pulau Dewata menembus jutaan orang, dengan wisatawan asal Australia masih mendominasi. Hal itu disampaikan Kapolda Bali Irjen Pol Daniel Adityajaya saat mengikuti video conference bersama Kapolri Jenderal Listyo Sigit Prabowo, Menteri Koordinator Bidang Politik dan Keamanan Jenderal TNI (Purn) Djamari Chaniago, Panglima TNI Jenderal TNI Agus Subiyanto, dan stakeholder terkait dalam rangka pemantauan situasi keamanan dan ketertiban masyarakat (kamtibnas) malam Tahun Baru 2026 di Discovery Kartika Plaza Hotel, Kuta, Badung, Selasa (31/12/2025). SCROLL TO CONTINUE WITH CONTENT ""Berdasarkan data, wisatawan mancanegara yang berkunjung ke Bali masih didominasi wisatawan asal Australia dengan jumlah 1. 102 orang,"" kata Daniel.",kunjungan wisman ke bali melejit saat nataru turis australia juta orang kunjungan wisatawan mancanegara ke bali melejit saat libur natal dan tahun baru nataru polda bali mencatat turis asing yang datang ke pulau dewata menembus jutaan orang dengan wisatawan asal australia masih mendominasi hal itu disampaikan kapolda bali irjen pol daniel adityajaya saat mengikuti video conference bersama kapolri jenderal listyo sigit prabowo menteri koordinator bidang politik dan keamanan jenderal tni purn djamari chaniago panglima tni jenderal tni agus subiyanto dan stakeholder terkait dalam rangka pemantauan situasi keamanan dan ketertiban masyarakat kamtibnas malam tahun baru di discovery kartika plaza hotel kuta badung selasa scroll to continue with content berdasarkan data wisatawan mancanegara yang berkunjung ke bali masih didominasi wisatawan asal australia dengan jumlah orang kata daniel,kunjungan wisman bali melejit nataru turis australia juta orang kunjungan wisatawan mancanegara bali melejit libur natal nataru polda bali mencatat turis asing pulau dewata menembus jutaan orang wisatawan australia mendominasi kapolda bali irjen pol daniel adityajaya mengikuti video conference kapolri jenderal listyo sigit prabowo menteri koordinator bidang politik keamanan jenderal tni purn djamari chaniago panglima tni jenderal tni agus subiyanto stakeholder terkait rangka pemantauan situasi keamanan ketertiban masyarakat kamtibnas malam discovery kartika plaza hotel kuta badung selasa berdasarkan data wisatawan mancanegara berkunjung bali didominasi wisatawan australia orang daniel,kunjung wisman bal lejit nataru turis australia juta orang kunjung wisatawan mancanegara bal lejit libur natal nataru polda bal catat turis asing pulau dewata tembus juta orang wisatawan australia dominasi kapolda bal irjen pol daniel adityajaya ikut video conference kapolri jenderal listyo sigit prabowo menteri koordinator bidang politik aman jenderal tni purn djamari chaniago panglima tni jenderal tni agus subiyanto stakeholder kait rangka pantau situasi aman tertib masyarakat kamtibnas malam discovery kartika plaza hotel kuta badung selasa dasar data wisatawan mancanegara kunjung bal dominasi wisatawan australia orang daniel,"['kunjung', 'wisman', 'bal', 'lejit', 'nataru', 'turis', 'australia', 'juta', 'orang', 'kunjung', 'wisatawan', 'mancanegara', 'bal', 'lejit', 'libur', 'natal', 'nataru', 'polda', 'bal', 'catat', 'turis', 'asing', 'pulau', 'dewata', 'tembus', 'juta', 'orang', 'wisatawan', 'australia', 'dominasi', 'kapolda', 'bal', 'irjen', 'pol', 'daniel', 'adityajaya', 'ikut', 'video', 'conference', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'menteri', 'koordinator', 'bidang', 'politik', 'aman', 'jenderal', 'tni', 'purn', 'djamari', 'chaniago', 'panglima', 'tni', 'jenderal', 'tni', 'agus', 'subiyanto', 'stakeholder', 'kait', 'rangka', 'pantau', 'situasi', 'aman', 'tertib', 'masyarakat', 'kamtibnas', 'malam', 'discovery', 'kartika', 'plaza', 'hotel', 'kuta', 'badung', 'selasa', 'dasar', 'data', 'wisatawan', 'mancanegara', 'kunjung', 'bal', 'dominasi', 'wisatawan', 'australia', 'orang', 'daniel']",kunjung wisman bal lejit nataru turis australia juta orang kunjung wisatawan mancanegara bal lejit libur natal nataru polda bal catat turis asing pulau dewata tembus juta orang wisatawan australia dominasi kapolda bal irjen pol daniel adityajaya ikut video conference kapolri jenderal listyo sigit prabowo menteri koordinator bidang politik aman jenderal tni purn djamari chaniago panglima tni jenderal tni agus subiyanto stakeholder kait rangka pantau situasi aman tertib masyarakat kamtibnas malam discovery kartika plaza hotel kuta badung selasa dasar data wisatawan mancanegara kunjung bal dominasi wisatawan australia orang daniel
